"type1","type2","wind_34_down","wind_34_50","wind_50_64","wind_64_up","node1","node2","node3","node4","node5","node6","node7","node8","node9","SVI","population","homeownership_rate","hwm","wind_50_up"
31,80,3,5,1,0,386.716744601291,374.695833175896,320.482564798214,302.44662442954,248.338998704213,166.488227054075,96.2301140775681,94.4117532166787,151.708973610821,0.554,53005,58.66619,4.87,1
7,9,5,3,1,0,379.180589545795,367.20359819661,312.387743959839,294.401895469294,240.489457859404,155.247450342713,76.8184359967945,70.6791035136118,134.213317483784,0.7775,12810,72.55101,0,1
41,60,4,5,0,0,451.580204395388,439.566767327428,386.185141706237,368.202280887656,314.290207556074,235.34972732705,165.652782731449,138.364710499553,166.771902015579,0.6858,289309,55.33349,6.1,0
7,3,6,3,0,0,429.800067416413,417.93775153545,362.776388911688,344.99263122958,291.826652078002,204.184499290657,117.447126607109,51.4128711187185,82.0582833494172,0.9475,42880,66.64704,0,0
38,106,3,5,1,0,404.671183167181,392.647239442351,338.637427888028,320.606851202291,266.5196449033,185.441194769882,115.004761305322,102.840877900453,151.886300198954,0.7851,84675,61.56666,3.14,1
18,16,4,5,0,0,440.575501238391,428.55139330128,374.598654832135,356.569929474316,302.489055630816,221.194227522057,147.730267905729,117.083218962978,148.394326178618,0.8106,61619,43.01486,2.84,0
9,17,4,4,1,0,420.648297203029,408.624930261204,354.818248089095,336.798790101486,282.753156123862,202.406200502912,132.119586031669,113.284368873608,154.838442612051,0.5817,14080,77.20089,0,1
0,0,5,3,1,0,351.896921429093,340.491805390122,285.854697333974,269.010971253154,219.616592175852,133.277390329553,54.2488525135226,51.5624720345437,118.727155733441,0.843,21781,80.63919,0,1
0,0,6,2,1,0,372.469019959249,360.922293408833,305.990831879874,288.83707169164,238.157431558008,150.444983597179,64.6702609322184,27.4525317565351,99.745948046482,0.978,18474,70.95461,0,1
0,0,6,2,1,0,392.230633135083,380.548091368246,325.420661674129,307.985371072095,256.177775956865,167.906149008384,79.8245334076064,12.6312868120532,86.5287150938643,0.901,115404,53.78345,0,1
0,0,6,2,1,0,380.656616170092,368.85776297181,313.665473237397,296.004093487652,243.349186154091,155.218859750251,67.4974385247616,33.310448868836,105.364178061786,0.8914,3914,63.05161,0,1
0,0,6,2,1,0,397.057716571613,385.123302242515,330.105565600733,312.191737798113,258.552040232069,171.963700114222,88.5654552158588,56.2428645799055,113.386037900989,0.9583,35668,62.86952,0,1
0,0,6,2,1,0,390.964551849587,379.099130181489,323.941086918729,306.152204086276,252.995153547095,165.353325971358,79.0531675162886,40.9565499930897,105.170013381382,0.9755,6643,68.62217,0,1
0,0,6,2,1,0,401.739576790271,389.96782787933,334.779112825111,317.167637474302,264.675603268738,176.471029237023,88.4727196371641,24.0190467215512,85.9565969824769,0.9481,10425,58.83228,0,1
0,0,6,3,0,0,415.158455079106,403.317034205289,348.138371789636,330.393612283886,277.384233675337,189.551570228492,102.456618274991,39.8541901987077,85.8548784915428,0.8844,8182,74.59531,0,0
0,0,6,2,1,0,427.068667399401,415.12601542744,360.13526669062,342.208618803714,288.510311033286,202.055931813061,118.152811127794,66.6590952810877,101.729554143556,0.8389,11205,70.59819,0,1
0,0,6,2,1,0,414.085640383615,402.11020452957,347.279460095095,329.298207899102,275.397406441965,189.909969034663,108.710916754231,71.7561905285112,116.592344094324,0.7297,19197,74.82993,0,1
0,0,5,3,1,0,403.433718950038,391.433117399021,336.818322743127,318.799870408899,264.758942832366,180.534768679813,102.974245582479,80.2037499122987,130.899272193444,0.61,18832,78.08496,0,1
140,66,7,1,1,0,54.8234152012947,71.3750023398522,152.923695139328,247.09978116913,307.882969803322,354.536602848577,421.002676092308,485.986492119343,611.707548278857,0.9134,57455,70.03849,0,1
313,200,7,1,1,0,56.8425774003785,40.9149262328396,129.131308397133,225.883948002113,288.423975176872,337.505038530596,406.825587295648,476.529313481648,607.466648695199,0.768,22697,73.80405,0,1
584,447,7,2,0,0,51.0676302803177,33.2252569730563,131.313527148213,229.547600215455,293.560985219399,344.923173824879,416.678229401026,490.156966568925,624.61145969224,0.5942,36573,80.53512,0,0
106,58,9,0,0,0,169.831422000763,88.1636619218507,51.4223059621624,129.488391689249,193.729033419367,249.970214929582,327.548810152731,413.71298356413,561.76974907845,0.9096,237056,61.91002,0,0
2473,3345,7,1,0,1,25.9857628815187,58.4359619437008,156.323761185105,254.502582286639,318.336479266101,369.248880882491,440.32210104624,512.226109396099,644.530308356065,0.7623,216416,70.19434,3.5,1
168,459,7,1,0,1,7.16106145699643,79.8256671217266,176.473879215596,274.301669170174,337.58585123828,387.466971424975,457.236302240484,526.670831526653,656.011579441434,0.2362,5619,87.04185,17.1,1
137,128,6,2,1,0,114.771593944836,44.9642659053637,74.2137145045624,168.382204274878,230.189452589442,278.934356363769,348.623612537558,420.341160014189,554.967802396011,0.5563,22129,76.72805,0,1
31,16,7,2,0,0,155.200284145482,76.3456907046024,34.5969889289191,126.166417712944,188.323774669935,238.103116429678,309.446344108576,384.803352528595,523.949346113428,0.7941,14989,68.2691,0,0
291,224,7,1,0,1,37.8183746221833,61.4175276727253,152.306867604094,248.947518361503,311.281162423411,359.905429448264,428.4974958445,496.587941264492,625.282555654146,0.8084,32166,78.2544,1.1,1
27,3,7,2,0,0,127.274062595151,65.1053571526403,77.2940758901174,164.612121435606,223.984985084011,270.205335552248,337.495868944267,406.045132886683,538.113636385388,0.5983,14812,0,0,0
39,28,8,0,1,0,171.569609727726,90.284223340837,16.8447116220259,108.436325639273,171.472665702157,222.530352581396,295.315904532844,373.297622363451,515.119504021351,0.8224,48259,51.40013,0,1
60,40,8,1,0,0,197.202879615448,123.777090816218,55.5046278496744,101.206889402333,155.412340370293,199.425728836167,266.514423554207,337.675027809551,474.900351714362,0.9058,25430,68.47598,0,0
101,61,7,1,1,0,116.11410256275,33.1572971425162,65.4898000305582,163.697443452414,227.753854719856,279.596786945676,352.428759610665,429.014371678367,568.035817143998,0.838,37349,54.57981,0,1
221,100,8,1,0,0,171.465457458955,96.5782167033248,42.3881509622092,116.817473832527,175.817951550734,222.834986670773,291.919152899004,364.626577818614,502.100165730218,0.8651,160003,59.90652,0,0
471,255,7,1,1,0,92.993941497887,39.43296979838,98.0763275529783,192.477238854105,254.006064634055,302.123830692654,370.838347494885,440.478786970555,572.431655755839,0.9198,129607,65.09051,0,1
74,32,8,0,1,0,106.86703078862,25.4911318528215,81.4341539776688,178.602242005425,243.43161552512,296.951229707016,371.390436795877,450.404358666082,591.230908639911,0.8396,22118,73.78451,0,1
129,52,7,2,0,0,82.6377151523554,75.9169313211499,140.011219193889,229.892898694252,288.644923187277,333.191417955578,397.639312895446,460.25847237938,584.352217585894,0.8727,82273,69.07246,0,0
51,29,8,0,1,0,188.363075514117,108.851122348347,26.605158610422,94.4891634581838,155.524068241331,204.927778122002,276.565304767023,353.448808852444,494.949345126091,0.7301,21124,80.50488,0,1
158,79,7,1,1,0,50.9990844022038,95.7958802041588,180.008797450956,273.899880545034,334.274852932253,380.196237524508,445.545723250754,508.276576179828,630.874622064769,0.8546,57289,76.79689,0,1
215,161,7,1,0,1,78.8839259881681,8.11350672810669,102.734517690379,200.898730922592,264.793005458791,316.101131745794,388.032518782726,462.359079487782,598.345475271685,0.7801,48582,55.29379,0,1
62,33,7,2,0,0,133.373406339565,56.1730196847105,53.1572244850139,147.804631877635,210.192487831117,259.895389164221,330.822206403157,404.918258362534,542.281186886969,0.7323,13721,71.06272,0,0
0,0,7,2,0,0,72.6236088828476,54.0991971919948,127.050699809997,220.760008393542,281.571845717416,328.525592894986,395.64703398108,462.243823317275,590.411990624835,0.9994,32307,64.38888,0,0
0,0,9,0,0,0,137.457251497877,56.0858722736897,61.7157724965722,154.075826517563,219.02680128975,273.997692713688,350.11317103935,432.714132451242,577.252171410903,0.8469,26854,69.57114,0,0
0,0,9,0,0,0,137.877703407992,53.7322870712746,48.0005765832069,144.975506930261,209.784255334057,263.37961791106,338.137910104684,418.358300534333,561.015166920534,0.8129,7619,73.73383,0,0
0,0,7,2,0,0,153.659025008836,70.093635338958,28.3423158894121,126.52756156195,190.946909495298,243.736945189698,317.875857968611,397.450580627252,540.020442397323,0.9408,12899,69.44211,0,0
0,0,8,1,0,0,173.758968980635,90.2330247170114,36.3885517871063,117.379683858615,182.106109525507,237.783201007936,314.811974827943,399.904287662395,547.26560010045,0.6941,128615,66.09113,0,0
0,0,8,1,0,0,175.170455814789,91.0099638293463,22.6000004970361,109.683165705231,174.660549456923,229.475405343767,305.694191210656,389.287352665661,535.563493726053,0.9023,36864,64.92413,0,0
0,0,8,1,0,0,182.396552036093,98.7823062374229,5.02936898881579,98.023104202703,162.680826044127,216.196077895056,291.308960546016,373.190942883508,518.367667595895,0.8043,14109,66.54927,0,0
2363,2144,7,0,0,2,17.127080070097,12.0958997283412,94.085562203864,196.468400949521,304.808056223767,427.956342581373,546.04371422494,677.810507714536,910.96003143736,0.6076,186240,63.63823,11.56,2
372,281,7,0,0,2,29.0401152861511,16.2540080026854,74.9534815560455,176.550891899818,284.450269353199,407.498452061119,524.677565094012,655.781870442885,888.677477087491,0.8401,14543,82.40316,0,2
78,52,7,0,2,0,36.5037184135924,36.1755737426168,98.9523126851143,194.319595757498,299.441333592764,421.37183442452,535.082619119974,663.180446468845,894.545177884909,0.8083,11676,76.24244,7.26,2
234,62,7,0,2,0,57.716819890786,46.7309704446064,55.6494746726866,151.821170069886,258.232887734535,380.816081958414,496.414903003859,626.402623163453,858.846682057736,0.9901,45927,70.57386,0,2
268,353,7,0,0,2,14.4860680464143,17.241770140227,100.154995514795,200.14698993944,307.1789582301,429.89779317715,545.584826931377,675.275698275478,907.450363734388,0.592,16146,72.44031,7.92,2
26,9,7,1,1,0,54.6598539707046,45.5214260373541,77.5389659839236,176.963972920144,285.060714071518,407.784305025204,528.235125636042,662.184507347956,896.146737086015,0.9347,19443,73.52005,0,1
666,364,7,0,2,0,50.0438444989611,37.0497511248632,56.1225886368306,158.51848031897,266.94669356893,390.096133978467,508.691715781137,641.099391752324,874.560960976705,0.9583,48112,71.49058,0,2
38,9,6,3,0,0,69.1962760484666,60.2587439465682,63.6829955069196,151.224945298124,255.145437250205,376.808996666925,490.391185167314,618.796884138748,850.477262768122,0.4943,291657,54.09181,0,0
64,27,7,0,1,1,35.2198755724719,26.9782517036461,78.2047516050002,176.346139560865,282.892960508306,405.465153114215,520.857707784521,650.480601117234,882.684175248272,0.8334,8427,75.66942,0,2
5,2,7,2,0,0,98.7589321862881,93.8705607910657,98.8696252326424,166.800865520302,262.238864409805,380.181815786018,488.187240181921,612.170898251741,841.386424016887,0.8984,21545,81.55334,8.543,0
56,42,6,1,2,0,58.0652844790036,51.9699558927916,80.2864586152149,169.825052294236,273.476765226819,394.908328666897,507.868330076785,635.595825172878,866.855443672466,0.4032,32413,79.48826,9.381,2
144,47,7,0,2,0,37.6989198729656,28.2596659649315,80.3805026929494,182.267024412586,290.745329354959,413.817001256167,533.12737154527,666.035353003838,899.65365793921,0.8939,24793,76.49057,0,2
14,10,7,1,0,1,96.6140893612173,83.7791426992157,10.8331418478563,108.964589313546,216.976233340812,340.084200872457,458.013842905937,590.185195107775,823.632167761353,0.7424,3086,64.53202,0,1
6,6,7,1,1,0,102.45801396782,89.3726562760291,6.61810305196609,105.320939877246,213.806917445496,336.907585246801,456.248586167632,589.575641704535,823.413322837874,0.9774,6353,70.03447,0,1
8,3,7,1,1,0,101.391784540492,88.4426039386307,25.7393411089723,114.791768992034,222.583747667643,345.218909378094,465.918118132259,600.334523913759,834.453041530635,0.9309,2884,66.13881,0,1
16,13,8,1,0,0,146.065400378156,133.383528745163,45.2508303029921,60.1075232036686,167.329643371624,290.361305222584,408.165002924157,540.627605164282,774.255133079927,0.9857,22617,56.44954,0,0
77,21,6,2,1,0,71.1840498095739,58.9084779913234,37.5971282673627,135.305428556229,242.52332418475,365.405834313121,482.05724012462,613.017808720212,845.935639773509,0.9455,26573,58.5732,0,1
37,17,8,0,0,1,113.559820668081,100.783920096168,14.6781997456554,92.0516405147081,199.918554835258,323.010693288684,440.921515002125,573.202784941971,806.716505761067,0.9513,89200,44.41148,0,1
34,16,6,3,0,0,85.2965788603609,72.2084272448016,23.2927353816881,124.182507978058,232.654741085497,355.724854639815,475.188946352751,608.513494661775,842.331348697854,0.9201,10286,63.97855,0,0
15,7,6,2,1,0,84.0766814785894,72.7200477977367,39.9982750200805,127.23503411827,232.611560267994,354.935272777511,470.098815556078,599.964491188426,832.422073556007,0.9258,24774,54.30858,0,1
6,6,8,1,0,0,198.726390510007,186.294976626379,99.1440707125678,24.6345568359329,115.980887128396,238.200316958294,354.661625322879,486.724273266443,720.321589939475,0.8013,47336,61.20137,0,0
28,13,8,0,0,1,127.906817666049,115.006940440463,24.8962366351536,77.7929364160484,186.085565986124,309.236136478791,427.89692616134,560.861240396961,794.620228701359,0.3519,29751,74.10835,0,1
36,16,6,3,0,0,80.5117178036137,67.4986124894481,23.4208521504526,125.566824224319,233.861842354207,357.009037243664,475.335775473511,607.714069070087,841.210683981021,0.7799,5684,64.04908,0,0
38,14,7,1,0,1,99.9521660325643,87.6541400255903,22.7823294241727,107.385332208149,214.007512439945,336.783785641034,453.285750816338,584.359601539817,817.387434149072,0.9879,22135,64.91771,0,1
19,4,8,0,1,0,112.738129028268,99.6664859099584,20.4589436737297,100.647624570317,208.54335473858,331.265027094614,451.819995157414,586.176538510185,820.289589789419,0.9739,6812,57.45589,0,1
85,44,6,2,1,0,65.2329105113473,52.2394277996608,38.7027331758947,140.638387106953,248.814990264509,371.943119331006,489.906695918367,621.891897305693,855.217644789115,0.8344,8270,68.71449,0,1
11,3,8,0,1,0,139.8086834894,126.762707820341,35.9644171093242,68.1786505117092,176.526098305882,299.527197410414,419.445285436194,553.452239946571,787.506566729204,0.9764,29796,56.57977,0,1
11,3,8,0,0,1,120.086982459725,107.014084750795,16.9627204135648,87.9485071036931,196.390864655299,319.439713689645,439.11242505405,572.808297057001,806.767688402139,0.957,8587,50.91812,0,1
5,5,7,2,0,0,97.005871331477,86.4372328107835,48.5336079314738,122.070535468118,224.759738982571,346.227376677152,459.805256707816,588.528306073532,820.475123580001,0.9108,44334,62.80157,0,0
7,3,8,1,0,0,134.449071920424,122.750179137631,49.9745167473484,82.4126498920156,183.745318718969,305.33923054751,419.687296426268,549.4563312402,782.020934701894,0.8809,40542,56.42241,0,0
18,1,8,1,0,0,141.491409428159,129.201763278622,46.6964397025869,68.6218498613007,173.101514221739,295.588219153729,411.736888577773,542.93106363307,776.100875110656,0.9809,7908,66.86275,0,0
28,16,8,0,1,0,126.315805833675,113.977162357702,33.4082089610936,82.0431474652003,187.826520161618,310.498270946023,426.936072835588,558.197399900993,791.358492931614,0.7357,20302,67.77552,0,1
0,0,7,2,0,0,195.750204561663,186.577720417401,130.564346988952,114.653964540264,175.118087423216,282.770223063384,383.766078598319,504.679744318987,732.963958386025,0.6229,18985,78.08496,0,0
0,0,8,1,0,0,114.589217279318,103.160586439222,41.9585965277016,101.137182713921,203.971257897555,325.711673007801,440.028712159671,569.540596442703,801.925956486717,0.9812,45455,59.19499,0,0
0,0,8,1,0,0,156.496268191957,143.622623496819,53.3290796924129,49.150328685228,157.499361420239,280.650401273311,399.651990189117,533.083434472081,767.010664194642,0.9484,13709,64.32009,0,0
0,0,9,0,0,0,175.328455399082,162.389904195701,71.6386416928472,31.2645199067001,139.633698176546,262.686628857498,382.539934510745,516.732468418902,750.855289715463,0.5669,155523,63.59278,0,0
0,0,9,0,0,0,169.885457997955,157.201738302637,68.3514172363368,36.8871546510806,143.510469713978,266.543238825477,384.553579986368,517.378016333172,751.153929617482,0.8459,11080,59.51487,0,0
0,0,9,0,0,0,159.447218389218,147.046630294549,61.5518080567965,51.1050968200176,154.837262178186,277.378553322868,393.86583984891,525.495471898137,758.865899716952,0.8169,8827,71.01556,0,0
0,0,9,0,0,0,158.192705358138,146.329560462773,67.3335634384222,62.5460763367089,160.249299969277,281.492181334731,395.692552315415,525.654375660395,758.377654148452,0.8726,16822,63.37247,0,0
0,0,8,1,0,0,177.37473921338,165.013111765111,79.1125172483274,37.7776858820421,137.464306725828,259.721947123724,375.892090873709,507.497089193736,740.898593742811,0.9223,20793,67.58152,0,0
0,0,9,0,0,0,184.088444353964,171.3722985931,82.0327944530079,22.9144335761549,129.31566533822,252.395473457965,370.757340684273,503.960519426257,737.86124795246,0.7395,12821,74.55254,0,0
0,0,8,1,0,0,242.197439953268,229.668139034042,141.189427861794,42.3234876982637,72.4008381129558,194.477227193129,311.663720151979,444.758213092304,678.714486679622,0.9439,15424,63.6647,0,0
1171,778,6,1,1,1,25.7341828988743,15.0822916624341,35.0408786593748,74.2853281195819,117.209399331301,171.262409449591,249.210491886735,328.573570195586,405.500835761916,0.3552,233140,78.99738,0,2
197,98,6,0,3,0,56.9382356987149,43.9313346164459,2.5314363958762,37.049788470149,79.8816290966532,133.719068256178,211.669363395127,291.190559631027,368.327667625031,0.8924,36665,65.86841,0,3
2268,1124,7,2,0,0,39.2915725581859,35.7772478679471,55.1668600217528,91.5679122303521,133.769451942974,188.453649962297,267.366199393896,347.540767014519,425.100209575353,0.8116,414250,65.97787,0,0
25,44,6,3,0,0,107.990595116352,103.639635228809,95.8627986785921,97.6720021179663,113.034366341712,142.015168375552,199.476623054956,267.003380881005,336.530834551416,0.7339,174461,67.39341,0,0
1140,681,6,1,0,2,28.2311524193203,15.9278103735535,27.2425871022384,65.5507032395501,107.717552892231,160.41559551315,237.038120620441,315.478090032668,391.747421124062,0.7642,322424,64.145,0,2
45,33,5,2,2,0,62.0466210057237,53.4323667866427,39.8568208878556,54.9150002948572,88.370530477048,135.057464960139,207.420261037475,283.484297913562,358.275768470834,0.5449,211809,66.77727,0,2
207,150,6,0,3,0,42.5833135733205,32.2505611429842,25.7210744276865,56.5634926752268,96.5305071611792,147.42803235615,222.678207983574,300.314706459622,376.07263068568,0.5038,189133,77.14747,0,3
22,18,5,4,0,0,81.9457861834979,74.543371148991,59.8333485074894,63.6500569059141,87.6324182490811,127.662957411538,195.541391447389,269.293023698265,342.718379603874,0.7253,75855,74.68625,0,0
